Strand,Pillar,Domain,Skill Area,Skill Set,Skill Subset,Skill Subset Annotation
Language Expression,Writing,Writing Process,Revising,Refining Content,Improving Style,"The skill of refining the writing style to enhance readability and impact, such as varying sentence length and structure."
Language Expression,Writing,Writing Process,Revising,Refining Content,Improving Word Choice,"The ability to choose the most effective words to enhance meaning and tone, such as replacing basic words with precise vocabulary."
Language Expression,Writing,Writing Process,Revising,Revise for Clarity and Style; Edit for Conventions,Revise for Clarity and Style; Edit for Conventions,"The ability to revise for purpose, organization, and style and edit for grammar, punctuation, and spelling."
Language Expression,Writing,Writing Techniques,Coherence and Cohesion,Use Transitions and Cohesive Devices,Use Transitions and Cohesive Devices,The ability to create cohesion within and between paragraphs using transitions and referencing.
Language Expression,Writing,Writing Techniques,Using Literary Devices,Applying Metaphors,Creating Effective Metaphors,"The skill of crafting metaphors that enhance the descriptive quality of writing, such as ""Time is a thief that steals moments.""."
Language Expression,Writing,Writing Techniques,Using Literary Devices,Applying Metaphors,Integrating Metaphors Smoothly,"The ability to incorporate metaphors seamlessly into writing, such as using metaphors to enrich narrative descriptions."
Language Expression,Writing,Writing Techniques,Using Literary Devices,Applying Metaphors,Using Personification,"The skill of employing personification to attribute human qualities to non-human entities, such as ""The wind whispered secrets through the trees.""."
Language Expression,Writing,Writing Techniques,Using Literary Devices,Applying Similes And Personification,Constructing Similes,"The ability to construct effective similes to enhance descriptions, such as ""Her smile was as bright as the sun.""."
Language Expression,Writing,Writing Techniques,Using Literary Devices,Applying Similes And Personification,Creating Similes,"The knowledge of creating similes to add vividness and clarity, such as ""Brave as a lion"" or ""Busy as a bee.""."
Language Expression,Writing,Writing Types,Argumentative Writing,Crafting Arguments,Addressing Counterarguments,"The knowledge of recognizing and refuting counterarguments within an argumentative text, such as rebutting the claim that uniforms suppress individuality."
Language Expression,Writing,Writing Types,Argumentative Writing,Crafting Arguments,Demonstrating Logical Consistency,"The skill of maintaining logical consistency across all arguments in the text, such as ensuring each point directly supports the thesis."
Language Expression,Writing,Writing Types,Argumentative Writing,Crafting Arguments,Formulating Clear Claims,"The skill of developing clear, concise, and strong claims in argumentative writing, such as stating a clear thesis like ""School uniforms should be mandatory in all schools.""."
Language Expression,Writing,Writing Types,Argumentative Writing,Crafting Arguments,Organizing Arguments Logically,"The ability to arrange arguments in a logical and coherent order, such as structuring an essay with clear sections for introduction, body, and conclusion."
Language Expression,Writing,Writing Types,Argumentative Writing,"Develop Claims, Evidence, and Counterarguments","Develop Claims, Evidence, and Counterarguments","The ability to craft claims supported by evidence, address counterarguments, and maintain logical coherence."
Language Expression,Writing,Writing Types,Argumentative Writing,Using Evidence,Citing Credible Sources,"The knowledge of citing reliable and credible sources to substantiate claims, such as using academic journals and government reports."
Language Expression,Writing,Writing Types,Argumentative Writing,Using Evidence,Demonstrating Evidentiary Logical Consistency,"The skill of incorporating evidence consistently to support all claims with logic, such as linking research data to the main argument throughout the essay."
Language Expression,Writing,Writing Types,Argumentative Writing,Using Evidence,Using Evidence To Support Claims,"The ability to effectively use evidence to back up claims in writing, such as citing studies that show improved school safety with uniforms."
Language Expression,Writing,Writing Types,Creative Writing,Narrative Writing,Creating Engaging Plots,"The skill of developing captivating plots for narrative writing, such as creating conflict and resolution in a short story."
Language Expression,Writing,Writing Types,Creative Writing,Narrative Writing,Creating Plot Structures,"The ability to establish plot structures that guide the sequence of events in a narrative, such as outlining beginning, middle, and end."
Language Expression,Writing,Writing Types,Creative Writing,Narrative Writing,Creating Setting And Context,"The knowledge of crafting detailed settings and contexts that enhance narrative depth, such as describing the environment and atmosphere vividly."
Language Expression,Writing,Writing Types,Creative Writing,Narrative Writing,Develop Narrative Elements and Structure,"The ability to develop plot, character, setting, and a coherent narrative arc."
Language Expression,Writing,Writing Types,Creative Writing,Narrative Writing,Developing Characters,"The ability to create well-rounded and dynamic characters in stories, such as giving characters distinctive traits and backgrounds."
Language Expression,Writing,Writing Types,Creative Writing,Narrative Writing,Setting Scenes,"The skill of placing scenes effectively to create imagery and mood, such as starting with a vivid description of the setting."
Language Expression,Writing,Writing Types,Creative Writing,Narrative Writing,Structuring Story Arcs,"The skill of organizing narratives into coherent and compelling story arcs, such as following the hero's journey structure."
Language Expression,Writing,Writing Types,Creative Writing,Poetry Writing,Apply Poetic Devices and Structure,The ability to use poetic devices and structures to convey meaning and imagery.
